#Transcript position	Transcript coverage profile
0.0	157631.2626780314
1.0	162013.9351229774
2.0	164912.22994823646
3.0	168594.96248145163
4.0	173701.13666937847
5.0	179390.4460372547
6.0	184602.4021500849
7.0	189665.43154410613
8.0	192820.4219970977
9.0	196339.90594173298
10.0	200954.14976293314
11.0	205347.77877052862
12.0	210728.3410253071
13.0	214741.646441725
14.0	218618.006451712
15.0	224136.43891283253
16.0	224055.9698999982
17.0	224486.14822893447
18.0	224726.093284729
19.0	226991.75172295413
20.0	230666.5080105386
21.0	233506.3018553422
22.0	237225.74575218602
23.0	241585.18849941937
24.0	245314.84380014217
25.0	247848.83824126067
26.0	250863.69493241407
27.0	254044.89855650044
28.0	256646.60468099095
29.0	258956.99031903554
30.0	260295.5465863082
31.0	266417.0772834541
32.0	269085.0753355889
33.0	270881.3929888919
34.0	272417.8399183768
35.0	276825.249679972
36.0	278994.76011643093
37.0	280240.4287518468
38.0	278466.6099635879
39.0	279391.41587209044
40.0	281619.85927873163
41.0	282376.0535238082
42.0	287359.6391550332
43.0	289562.6149463402
44.0	291324.0924911406
45.0	292219.6295302298
46.0	292750.24078471464
47.0	293707.62952081236
48.0	295444.9208728044
49.0	296561.9731982079
50.0	298928.71553670516
51.0	299020.97944849037
52.0	300228.51332377025
53.0	301130.5896021968
54.0	301942.99265027913
55.0	304485.04129072867
56.0	305341.9917800573
57.0	306822.2452748512
58.0	306992.7822196448
59.0	307962.3855077017
60.0	310164.3611810852
61.0	312851.43703651713
62.0	314971.94966654485
63.0	314911.26115404756
64.0	317198.3319692273
65.0	318942.04374594556
66.0	320708.468122973
67.0	322403.37779785495
68.0	322977.45910942624
69.0	324369.42985814356
70.0	326724.30988681497
71.0	329964.26714492927
72.0	332887.48002037324
73.0	333776.6433559871
74.0	334785.0351547688
75.0	336808.62688750715
76.0	337431.3825287465
77.0	337678.5767642384
78.0	337793.05608155316
79.0	337783.9087513924
80.0	336049.78877524205
81.0	334250.8034809922
82.0	332793.585113413
83.0	326958.3355241422
84.0	319936.98638009414
85.0	315450.9992614502
86.0	302471.860791366
87.0	293724.0801591493
88.0	283400.4339233738
89.0	266890.92645678413
90.0	251209.72333618056
91.0	233149.3746697694
92.0	212177.94934309667
93.0	192345.7887235665
94.0	168531.20616894728
95.0	142049.4810799922
96.0	111904.29746148898
97.0	78884.5666044738
98.0	47055.66126544262
99.0	15692.808530616947
