#Transcript position	Transcript coverage profile
0.0	29707.047989852384
1.0	30103.40608857418
2.0	29272.57024943788
3.0	28593.35745862775
4.0	28579.65446344719
5.0	28737.96212320043
6.0	28808.11054112779
7.0	29330.93778889102
8.0	29166.397850169284
9.0	29151.49268978542
10.0	30204.060433514285
11.0	30975.738265300857
12.0	31819.25858970219
13.0	32177.46459354897
14.0	33374.05252776108
15.0	34486.82868274348
16.0	32956.39130565416
17.0	31990.18472388727
18.0	31231.77135831418
19.0	31466.901619162818
20.0	32067.008084671223
21.0	32266.864199878983
22.0	33238.48791038735
23.0	34799.660898301925
24.0	36142.59989423794
25.0	37043.32907191874
26.0	38146.91874080079
27.0	38485.55239502351
28.0	38979.11467902389
29.0	39203.64512710827
30.0	39166.06904288595
31.0	41646.859093542276
32.0	42644.17368495715
33.0	43673.539710047065
34.0	43787.277054517566
35.0	44634.87503606909
36.0	44486.92582512674
37.0	43732.75819657246
38.0	42797.25874982471
39.0	42830.64345494105
40.0	43297.39032432972
41.0	43293.48958334601
42.0	45023.2384877662
43.0	45591.90163749905
44.0	45825.48074932758
45.0	46832.62190071496
46.0	46668.77223037961
47.0	46737.74206079285
48.0	47410.73163075813
49.0	47303.12484503645
50.0	47364.546034953404
51.0	47466.79478814556
52.0	47712.43754784078
53.0	47645.48546101721
54.0	48201.61207353719
55.0	48985.37671161731
56.0	49280.40376179527
57.0	49649.66623074627
58.0	49330.196829571425
59.0	49403.72335261827
60.0	50139.69153613545
61.0	51105.26406656259
62.0	51380.027939686326
63.0	51107.771767776794
64.0	51664.05626383375
65.0	52050.97041363658
66.0	52122.65396460189
67.0	52678.69157335629
68.0	52858.34822011763
69.0	53691.93637073128
70.0	54865.493156854835
71.0	55765.28093123902
72.0	57430.345858925866
73.0	57177.43902209406
74.0	56723.95982527321
75.0	57097.65934450813
76.0	56971.278261650164
77.0	56359.82281885852
78.0	56509.140147790546
79.0	56459.61889826404
80.0	56036.273391774084
81.0	55752.96064378878
82.0	54587.37715872207
83.0	52088.49493117574
84.0	49990.898254590276
85.0	48608.86071191495
86.0	44007.11721405489
87.0	42024.527214283364
88.0	39613.51137970766
89.0	35410.37973740775
90.0	32486.348298753997
91.0	29276.258099909857
92.0	25164.19702269381
93.0	22382.538203696888
94.0	19134.528676339633
95.0	14530.095894199307
96.0	9795.061335548156
97.0	6114.760507145577
98.0	4110.552134807462
99.0	1674.4216435482454
