#Transcript position	Transcript coverage profile
0.0	8843.869573448823
1.0	9213.522978614894
2.0	9513.042344311543
3.0	9757.283630633036
4.0	10011.567022348121
5.0	10360.504842192684
6.0	10661.909667200203
7.0	10919.573193028036
8.0	11176.160133552508
9.0	11324.951799249706
10.0	11482.534671682635
11.0	11768.011439523372
12.0	12075.264664115015
13.0	12252.771599597045
14.0	12452.56488533966
15.0	12620.62220216634
16.0	12723.354853938881
17.0	12808.476438835925
18.0	12865.90814225866
19.0	12888.29719270125
20.0	12997.55287840222
21.0	13083.63965985379
22.0	13174.678455171133
23.0	13271.852861825124
24.0	13316.428641284929
25.0	13398.292094499266
26.0	13580.72157959734
27.0	13705.33896169525
28.0	13803.320328877177
29.0	13814.363199840223
30.0	13858.602922859383
31.0	13944.869456406494
32.0	13916.835999083281
33.0	13934.893181812678
34.0	14045.108342400486
35.0	14149.070067455823
36.0	14214.008200158034
37.0	14231.40272676652
38.0	14191.822061445602
39.0	14232.820543454018
40.0	14301.778490672124
41.0	14293.045819756639
42.0	14303.991563701326
43.0	14299.370002653028
44.0	14260.231710404547
45.0	14290.071203273503
46.0	14327.2177126455
47.0	14308.073024918704
48.0	14298.617453632749
49.0	14174.859130364355
50.0	14162.567111143826
51.0	14106.921512455476
52.0	14047.445905778606
53.0	13965.811506659882
54.0	13887.091645090868
55.0	13857.054536077585
56.0	13901.493411171881
57.0	13926.683326297129
58.0	13925.640094484277
59.0	13918.848952245766
60.0	13910.584008819844
61.0	13919.082250763799
62.0	13910.288511939296
63.0	13965.850041872502
64.0	13992.397068134245
65.0	13956.826958878508
66.0	13986.738690003765
67.0	14018.123844894448
68.0	13950.839917114032
69.0	14022.467174298992
70.0	14032.141052922305
71.0	14060.080064231484
72.0	14117.120184691661
73.0	14102.760559060094
74.0	14113.553498233825
75.0	14165.516231103296
76.0	14190.696751567173
77.0	14230.590601959635
78.0	14217.795303901308
79.0	14168.769016043245
80.0	14090.993300634082
81.0	14056.318026116309
82.0	13952.687132253248
83.0	13788.159538717679
84.0	13562.620473541409
85.0	13391.366686131747
86.0	13034.768120154458
87.0	12667.037415193941
88.0	12251.4814288926
89.0	11664.610883019204
90.0	11005.097912479448
91.0	10330.867412915655
92.0	9562.587357238517
93.0	8700.89040767275
94.0	7832.168357315378
95.0	6773.309753560229
96.0	5505.748541442513
97.0	4107.835123310214
98.0	2503.749931781676
99.0	796.9152237334301
