#Transcript position	Transcript coverage profile
0.0	1041.8238515930957
1.0	1114.5378415396262
2.0	1171.1244771433235
3.0	1212.2987046354378
4.0	1237.274734161728
5.0	1269.6674789383649
6.0	1294.962202705703
7.0	1292.891624791941
8.0	1314.1677953375784
9.0	1305.1934768351134
10.0	1315.8260972823994
11.0	1395.3122815501397
12.0	1490.8483479598265
13.0	1564.2621644055007
14.0	1647.4513173738353
15.0	1676.812363717505
16.0	1692.179256607492
17.0	1698.995779460181
18.0	1690.457298364289
19.0	1676.7847047988716
20.0	1705.613103590774
21.0	1715.8550222816436
22.0	1725.6371525548327
23.0	1779.3084370453366
24.0	1820.010210502647
25.0	1870.4488349183596
26.0	1962.0144577884046
27.0	2012.4489455152507
28.0	2070.0230393801426
29.0	2072.708918742525
30.0	2093.039829186684
31.0	2096.3389186606514
32.0	2075.507710858889
33.0	2086.343308149138
34.0	2152.64666737749
35.0	2211.4361789395775
36.0	2281.2885855743743
37.0	2301.4249630497543
38.0	2283.9453742850815
39.0	2300.064197690811
40.0	2342.6259852723047
41.0	2335.1468706638716
42.0	2381.5557640907846
43.0	2377.8884620535737
44.0	2338.9583696217196
45.0	2319.475621285744
46.0	2341.3853567229535
47.0	2346.717719416175
48.0	2341.709457289993
49.0	2286.628346790832
50.0	2293.1691304826118
51.0	2282.372224895258
52.0	2254.054481611823
53.0	2225.1128259297257
54.0	2206.6890725230537
55.0	2206.5519146429247
56.0	2226.0475150284406
57.0	2242.2831822104536
58.0	2244.17281875921
59.0	2239.0524562406495
60.0	2251.4130763986686
61.0	2272.802699522425
62.0	2266.5447181714526
63.0	2280.2694631523673
64.0	2285.4560587119795
65.0	2280.986789942701
66.0	2294.976372702344
67.0	2301.8811556270493
68.0	2290.6788922793025
69.0	2367.975898362598
70.0	2375.3491003419117
71.0	2405.0573566174235
72.0	2445.1484453283283
73.0	2455.942361024959
74.0	2417.9974314124347
75.0	2428.6869822609433
76.0	2456.617013431819
77.0	2472.3909176257657
78.0	2515.330779375387
79.0	2509.814013911465
80.0	2499.6551501298727
81.0	2540.5767791842127
82.0	2516.669609438873
83.0	2454.532941920136
84.0	2348.5519231400294
85.0	2299.3989819126696
86.0	2150.747723779974
87.0	2038.794444757461
88.0	1944.57660511974
89.0	1827.8502532773596
90.0	1681.2990113874723
91.0	1544.543103237491
92.0	1410.118502157064
93.0	1251.6484330220803
94.0	1123.3833947535845
95.0	863.9270054619216
96.0	599.6918009909652
97.0	426.6299369383048
98.0	273.708545880725
99.0	74.9554199029837
