#Transcript position	Transcript coverage profile
0.0	33815.713030944404
1.0	34150.30368434437
2.0	32941.07207032337
3.0	31937.938734127467
4.0	31819.80978226989
5.0	31914.130414209427
6.0	32118.34716878501
7.0	32735.285769179696
8.0	32545.724962620272
9.0	32466.92219392657
10.0	33797.36084965741
11.0	34984.766396936975
12.0	36072.89410101025
13.0	36387.67643336305
14.0	37645.38235336393
15.0	39004.937659154864
16.0	37279.852091709035
17.0	36312.91675095757
18.0	35294.84563085504
19.0	35700.47849458048
20.0	36379.5263791974
21.0	36617.330671886106
22.0	37508.87010712151
23.0	39046.49402006967
24.0	40450.25381912158
25.0	41213.50344073858
26.0	42435.04977893277
27.0	42877.37431178791
28.0	43513.08451234125
29.0	43645.53970630098
30.0	43675.39949820841
31.0	46441.210859856554
32.0	47154.45811993779
33.0	47858.728253308254
34.0	48142.11991767457
35.0	49006.615031956026
36.0	48869.43653572961
37.0	47991.4651081658
38.0	46866.313300218324
39.0	46825.13901849139
40.0	47478.896205781384
41.0	47580.5300126371
42.0	49449.77458249228
43.0	49972.796974752775
44.0	50180.70299627945
45.0	51296.787158352
46.0	51015.9525854692
47.0	51050.060704756164
48.0	51926.067129125935
49.0	52025.191885202716
50.0	52089.89404880928
51.0	52031.288289685595
52.0	52103.96400383907
53.0	51960.11182844241
54.0	52468.49318269695
55.0	53519.30089742918
56.0	53877.05343188754
57.0	54352.78156165931
58.0	54109.48978661234
59.0	54341.139675441955
60.0	55113.704422930794
61.0	56132.299616147335
62.0	56455.70432386019
63.0	56116.08757928771
64.0	56606.98637149661
65.0	57099.657643454826
66.0	57238.758537617745
67.0	58039.06813268033
68.0	58018.17591019582
69.0	58873.62176785766
70.0	60166.93300987653
71.0	61214.75200982104
72.0	62963.1339212099
73.0	62368.746490196296
74.0	61688.3958054334
75.0	62036.984782682004
76.0	61826.56408625103
77.0	61059.896351903604
78.0	61380.73615640557
79.0	61337.0512604665
80.0	60929.80151567347
81.0	60861.804021127595
82.0	59591.83897617076
83.0	56839.13023320613
84.0	54628.60142779068
85.0	53566.87043397342
86.0	48983.28025093515
87.0	47152.35832028503
88.0	44799.687288415495
89.0	40427.57221197084
90.0	37299.114045023554
91.0	33498.746957029376
92.0	29046.096611312605
93.0	25746.82949204734
94.0	22000.92126879436
95.0	16972.05424281414
96.0	11451.329229079493
97.0	7160.265243681598
98.0	4664.615028683111
99.0	1948.0064818712808
