#Transcript position	Transcript coverage profile
0.0	124641.00193483933
1.0	127785.54431574966
2.0	128398.03538593273
3.0	128357.49477915707
4.0	129369.211353975
5.0	130963.9843728976
6.0	132290.40111429075
7.0	134113.724560606
8.0	136309.1400302643
9.0	137395.9302445814
10.0	140845.16743453944
11.0	143963.12963676144
12.0	147091.1589451341
13.0	148043.09634314562
14.0	150268.61611081602
15.0	154955.07318286473
16.0	154080.4710882182
17.0	153837.75963141056
18.0	154093.60681853598
19.0	155789.91453253027
20.0	158509.94884510554
21.0	160416.23743821567
22.0	162891.70800060045
23.0	166797.1747425891
24.0	170398.3845696417
25.0	173418.4226895485
26.0	177560.37677062245
27.0	181178.36486160106
28.0	183489.64514492665
29.0	185012.8723153228
30.0	185822.0994879459
31.0	191259.60976503024
32.0	192948.83082434538
33.0	195191.9147153237
34.0	197875.83256762192
35.0	201746.14217171463
36.0	202147.10287212807
37.0	202006.62689596904
38.0	199033.02850182974
39.0	199333.9689598224
40.0	201800.79492331398
41.0	202306.73642335576
42.0	206177.46169474514
43.0	208321.4235654223
44.0	209828.21487448207
45.0	212854.0930301021
46.0	214443.44457397994
47.0	215573.38498781776
48.0	218196.23196417873
49.0	219003.76120485555
50.0	221914.80559211818
51.0	223121.19261870545
52.0	224884.1150825591
53.0	225710.7370052206
54.0	226551.0066898058
55.0	229512.0606288864
56.0	232427.85229475822
57.0	235005.53057781473
58.0	236249.27796461273
59.0	237364.0624038689
60.0	239521.38136431875
61.0	242487.12713805417
62.0	245755.42545092746
63.0	247203.2781408935
64.0	248922.88469754945
65.0	251039.790106501
66.0	252990.6785430639
67.0	255743.61550130756
68.0	256453.36462019564
69.0	259017.0448148335
70.0	262144.9357909033
71.0	265976.53220061207
72.0	272352.87638942886
73.0	272844.73749255517
74.0	273068.0774593152
75.0	275867.73683658155
76.0	278275.2445019868
77.0	278451.350052943
78.0	279994.9109074139
79.0	280437.33395292
80.0	280965.4451808305
81.0	282507.2221343022
82.0	281250.13756730256
83.0	275027.4917035365
84.0	269807.78619827266
85.0	265774.1823901403
86.0	254088.7468501831
87.0	247213.08434461337
88.0	238831.6884236897
89.0	223824.14845957124
90.0	211185.73359693296
91.0	196299.56722564122
92.0	179622.73476446615
93.0	163092.23955481523
94.0	144744.85922438602
95.0	123676.67322296773
96.0	96215.67810966846
97.0	67246.81675338381
98.0	38008.89015056306
99.0	11872.109952279585
