#Transcript position	Transcript coverage profile
0.0	25949.535523261762
1.0	26651.684433782313
2.0	26318.08259350715
3.0	25946.572116668773
4.0	26256.82851835993
5.0	26728.251192295564
6.0	26838.818129659656
7.0	27255.04544524832
8.0	26937.75545726594
9.0	27095.224057400286
10.0	27946.547709476872
11.0	28424.148852112492
12.0	28911.588175319306
13.0	29500.580649785927
14.0	30847.35152116158
15.0	31658.54492862327
16.0	30598.873228003857
17.0	29860.634804286834
18.0	29627.53276770257
19.0	29871.858823330607
20.0	30431.91701162657
21.0	30761.190750312533
22.0	31674.036572193225
23.0	33263.807959938946
24.0	34554.275156307594
25.0	35535.76479468996
26.0	36356.196054201464
27.0	36513.547684861
28.0	36738.75531241199
29.0	36953.88168550653
30.0	37022.93534120693
31.0	39095.985574736966
32.0	40376.48616991575
33.0	41525.60477771653
34.0	41799.938300627524
35.0	42441.9217263663
36.0	42220.17808569653
37.0	41583.818738237096
38.0	41053.34306310992
39.0	41347.006587994816
40.0	41925.89228417371
41.0	41982.805440893375
42.0	43178.61338025292
43.0	43675.58720787323
44.0	44077.26012160971
45.0	45029.920180094436
46.0	45141.84185765107
47.0	45483.84566370039
48.0	46227.67812843939
49.0	45983.850724399344
50.0	45991.89149688665
51.0	45572.63658541082
52.0	45695.2711020901
53.0	45530.2475528114
54.0	45916.54494691305
55.0	46455.56057980862
56.0	46746.13470972802
57.0	46865.69277225651
58.0	46859.53650768459
59.0	47031.924553488956
60.0	47397.20210345868
61.0	48233.94735208896
62.0	48457.07676426602
63.0	48163.1593553894
64.0	48581.74472855832
65.0	48864.880628687475
66.0	48888.906718766266
67.0	49513.16852569239
68.0	49670.817349709825
69.0	50573.33855787869
70.0	51490.03267468772
71.0	52264.04509946764
72.0	53737.8916912734
73.0	53557.031769109824
74.0	53186.73446047817
75.0	53559.3796561159
76.0	53572.83056299774
77.0	53131.51183118334
78.0	53339.58357953538
79.0	53467.522186937764
80.0	53040.63080394346
81.0	52459.60353043157
82.0	51389.14174362956
83.0	49510.67508343304
84.0	47372.017725643025
85.0	46208.739695728276
86.0	42473.65563697411
87.0	40650.87232163781
88.0	38594.47012904202
89.0	35003.08493004256
90.0	32349.028290142494
91.0	29442.507837767615
92.0	25373.996273777524
93.0	22122.922306921988
94.0	19100.512255169167
95.0	14317.657945150659
96.0	9656.89113420573
97.0	6263.102649073364
98.0	4349.750624758147
99.0	1820.575688737028
