#Transcript position	Transcript coverage profile
0.0	1651.2218279768429
1.0	1711.2269169051344
2.0	1746.6057040419907
3.0	1766.2418575179036
4.0	1777.703296535677
5.0	1840.5609425040316
6.0	1883.1927595707882
7.0	1899.6579014719525
8.0	1977.2422844021253
9.0	1962.236300377651
10.0	1888.8837109852177
11.0	2005.3835815369714
12.0	2154.735622055544
13.0	2203.061069720265
14.0	2320.802772940648
15.0	2369.143710408888
16.0	2364.595632845348
17.0	2341.6217789385
18.0	2333.025354905136
19.0	2288.3938083377657
20.0	2323.305528780485
21.0	2365.006504751488
22.0	2369.984490477635
23.0	2421.40358345269
24.0	2432.68158519302
25.0	2449.189808279312
26.0	2592.6568189868426
27.0	2663.3684465992337
28.0	2742.0822372406515
29.0	2742.5568877297064
30.0	2761.8719125001207
31.0	2760.7461855173965
32.0	2735.8728673843866
33.0	2720.1567537082856
34.0	2795.4951868041812
35.0	2869.2461700280633
36.0	2959.76531415369
37.0	2980.9456665960624
38.0	2943.07604023044
39.0	2958.5997671227747
40.0	3014.9213194079803
41.0	2990.1636516905173
42.0	3007.0193508246966
43.0	3000.963198772509
44.0	2977.2494638112535
45.0	2990.39319153523
46.0	3000.877266250765
47.0	2973.432346880279
48.0	2976.4048628239902
49.0	2877.0297250404496
50.0	2855.934412678505
51.0	2827.264335227287
52.0	2769.159264141638
53.0	2719.7221202499795
54.0	2673.0660092563066
55.0	2657.5423991206735
56.0	2719.776158584459
57.0	2732.3804028799605
58.0	2735.5044132639955
59.0	2745.0185765888427
60.0	2766.868804527924
61.0	2777.4059648753164
62.0	2742.803847099538
63.0	2729.44462089293
64.0	2749.7351980445087
65.0	2747.885658849468
66.0	2777.1673277441764
67.0	2788.621477522698
68.0	2797.537450281975
69.0	2903.6134410088894
70.0	2928.85618369524
71.0	2967.8849971592003
72.0	3004.460650651045
73.0	3002.8423305955926
74.0	3006.3161213510184
75.0	3046.1023086807886
76.0	3097.008888317811
77.0	3136.410891686922
78.0	3162.97540260948
79.0	3161.547182161462
80.0	3122.481399980999
81.0	3154.470379317889
82.0	3124.8389485428847
83.0	3043.9117326319897
84.0	2902.646299017153
85.0	2849.8597396051496
86.0	2706.101308013012
87.0	2573.347012965073
88.0	2477.8073124275247
89.0	2287.5297495261807
90.0	2110.8149800991864
91.0	1972.2469638495174
92.0	1806.5201587889915
93.0	1577.8084358536407
94.0	1393.374710020305
95.0	1080.938773077609
96.0	738.7462695710128
97.0	544.7974601313633
98.0	352.2100237749458
99.0	96.46408313285335
