#Transcript position	Transcript coverage profile
0.0	1239.7874436399686
1.0	1309.3810283372777
2.0	1359.377216903446
3.0	1383.2369621039613
4.0	1395.2186699839935
5.0	1421.8496343586296
6.0	1441.0118191243844
7.0	1422.5704292672644
8.0	1460.315754749185
9.0	1455.4002149803941
10.0	1453.652060280712
11.0	1532.3408180045333
12.0	1632.8607479345642
13.0	1708.090895987816
14.0	1807.5365695236103
15.0	1848.8957401708751
16.0	1860.5870730002018
17.0	1863.6901047305055
18.0	1851.4621976191133
19.0	1838.27126443786
20.0	1880.6960842822145
21.0	1900.3876992982705
22.0	1912.517118393762
23.0	1979.830871091195
24.0	2026.5144567860043
25.0	2093.9565967446197
26.0	2223.257538442708
27.0	2290.3486274532283
28.0	2351.452549229033
29.0	2346.78353732347
30.0	2363.0038859886204
31.0	2365.6662001150808
32.0	2354.206572596641
33.0	2361.106130837663
34.0	2449.0484460601806
35.0	2514.8148895308295
36.0	2587.389377606352
37.0	2594.183973858715
38.0	2572.8426528345244
39.0	2593.324322286419
40.0	2639.9447235144094
41.0	2633.5972073730613
42.0	2680.666884726259
43.0	2681.984626810118
44.0	2647.6893838006063
45.0	2623.059618909857
46.0	2638.9889224531025
47.0	2652.5105865071387
48.0	2663.316243152879
49.0	2597.194185155933
50.0	2600.171855220785
51.0	2587.408616733311
52.0	2548.922378484994
53.0	2527.770405387644
54.0	2530.6891512867487
55.0	2541.3039336851316
56.0	2577.061264003959
57.0	2598.1902282842007
58.0	2604.809259449914
59.0	2607.3448710947937
60.0	2625.688723442625
61.0	2651.402323972345
62.0	2640.754629879924
63.0	2660.3657791296973
64.0	2677.370146166267
65.0	2689.4798704760397
66.0	2710.817857722286
67.0	2715.9338848411844
68.0	2710.6514003406787
69.0	2802.841445802375
70.0	2813.1815640530713
71.0	2853.4589479045303
72.0	2897.759848465613
73.0	2903.9136654428357
74.0	2860.1990783118254
75.0	2880.750920153803
76.0	2903.6277636685904
77.0	2925.7187057676365
78.0	2981.142331729912
79.0	2959.605469675802
80.0	2944.037375932569
81.0	2980.2748096856085
82.0	2930.392162851922
83.0	2850.8962858036466
84.0	2723.4723959517637
85.0	2648.9145818374022
86.0	2467.187869601299
87.0	2344.644486856504
88.0	2239.840732113335
89.0	2096.553896288085
90.0	1921.9906588719807
91.0	1764.415542117561
92.0	1612.6172435148146
93.0	1427.1016412886304
94.0	1272.323166435086
95.0	965.6806250811587
96.0	668.443577610615
97.0	472.10344096031037
98.0	286.9890518458831
99.0	81.74697057646304
