#Transcript position	Transcript coverage profile
0.0	7736.556536071047
1.0	8061.6826037021765
2.0	8309.733253241235
3.0	8501.63188892035
4.0	8687.96422678095
5.0	8932.222927074492
6.0	9143.25308186019
7.0	9346.027648200059
8.0	9566.04160482017
9.0	9729.089751643813
10.0	9921.202309089686
11.0	10186.772038069588
12.0	10495.50048902331
13.0	10706.082841116286
14.0	10903.980499309466
15.0	11079.01715674589
16.0	11224.184253703583
17.0	11367.170272133295
18.0	11457.923299824017
19.0	11541.852516350029
20.0	11678.74476857053
21.0	11822.42522564553
22.0	11971.607657324024
23.0	12139.338064136122
24.0	12285.899549663485
25.0	12456.916690892958
26.0	12683.288225620428
27.0	12899.690532779801
28.0	13044.823049454297
29.0	13112.74511583571
30.0	13202.519628571257
31.0	13319.42719004832
32.0	13388.412890074622
33.0	13484.399665247318
34.0	13651.034212554381
35.0	13817.1043219984
36.0	13945.687734236448
37.0	14041.394854048483
38.0	14036.801518055252
39.0	14112.193377983249
40.0	14220.69242882433
41.0	14237.384602318127
42.0	14327.205783856969
43.0	14358.801341815766
44.0	14381.283457332944
45.0	14418.846580375253
46.0	14496.896768594961
47.0	14535.735420659754
48.0	14570.255817884688
49.0	14510.234730647499
50.0	14576.443427083615
51.0	14547.454793969091
52.0	14534.395462538414
53.0	14507.877341234129
54.0	14485.188056766821
55.0	14514.096478596923
56.0	14605.98324336531
57.0	14675.930788441874
58.0	14738.27200723711
59.0	14752.567315947432
60.0	14763.8210622436
61.0	14813.051572878576
62.0	14846.550331560407
63.0	14929.835895301441
64.0	14981.008535900657
65.0	14989.551592225787
66.0	15052.363114065336
67.0	15112.682965386994
68.0	15101.08382421561
69.0	15203.735615576752
70.0	15239.201427179485
71.0	15314.39820719125
72.0	15422.91733242956
73.0	15459.10119148197
74.0	15484.036274879916
75.0	15574.587163049033
76.0	15679.372867163964
77.0	15792.644586624963
78.0	15854.841107893439
79.0	15772.716004525633
80.0	15712.596571204998
81.0	15741.950816669043
82.0	15645.087084195446
83.0	15478.294297983522
84.0	15272.7550691181
85.0	15076.045842026813
86.0	14628.80293456686
87.0	14192.29222393709
88.0	13726.314261493832
89.0	13071.36460962647
90.0	12382.162633284122
91.0	11626.178372648421
92.0	10800.70005690145
93.0	9809.631978102647
94.0	8771.621336888446
95.0	7524.852106280774
96.0	6085.857160834278
97.0	4470.989180759054
98.0	2657.5060813841524
99.0	827.8123470168515
