#Transcript position	Transcript coverage profile
0.0	40475.80015988687
1.0	40597.18385684043
2.0	39452.577232824166
3.0	39015.61159224794
4.0	39855.8772001942
5.0	40516.14922972144
6.0	41736.99807374932
7.0	43586.58178116043
8.0	43616.03153384787
9.0	43780.383352621524
10.0	44951.74230218771
11.0	45947.62257550659
12.0	48184.59175645425
13.0	49011.894694864706
14.0	49683.48558956205
15.0	51740.30674737901
16.0	49019.12480132577
17.0	47702.299166343444
18.0	45543.802143425855
19.0	45928.61890677542
20.0	47167.11092315491
21.0	47767.63911520014
22.0	48988.8433341832
23.0	50222.3971380206
24.0	51495.9857719179
25.0	52253.260320049565
26.0	53287.146503406395
27.0	54233.375468927035
28.0	55333.65586224711
29.0	55391.44814601139
30.0	55777.50788007904
31.0	59525.68661307111
32.0	60492.03593034076
33.0	61183.09799911541
34.0	61095.36134773797
35.0	62879.13342443522
36.0	63989.37747757993
37.0	63772.85107278548
38.0	62206.34675641936
39.0	62160.533380088615
40.0	62916.7520546011
41.0	62963.951141294776
42.0	66591.29076954428
43.0	67362.09965176511
44.0	67804.64553485047
45.0	68426.96368876923
46.0	67519.41872667066
47.0	67856.48829684065
48.0	68747.56807334568
49.0	69700.61876325334
50.0	70870.62281732557
51.0	71098.94661924157
52.0	72037.04727540055
53.0	72476.88299232452
54.0	73950.86829306981
55.0	76144.42690204208
56.0	76161.12051941908
57.0	77006.29418593318
58.0	76202.08591518697
59.0	76783.97183123538
60.0	78444.9148706527
61.0	80469.62996185895
62.0	81742.62806856801
63.0	80986.19722114524
64.0	82511.83030616351
65.0	83716.78516827775
66.0	84628.41853592002
67.0	85456.71664047288
68.0	85753.40727409416
69.0	86107.34912213929
70.0	87934.3397885058
71.0	89411.87653717928
72.0	90540.87552888569
73.0	90377.95102034941
74.0	89868.05747444605
75.0	90225.67183814212
76.0	89328.73166320431
77.0	87652.83204556118
78.0	87688.93092775442
79.0	87469.88413124962
80.0	86614.04733825548
81.0	86054.71510796875
82.0	84671.11997022115
83.0	80353.39958831943
84.0	76590.37402918923
85.0	75030.16434836548
86.0	67804.25632318463
87.0	65135.76973231519
88.0	61618.60799897458
89.0	55228.42616969029
90.0	50273.489897034866
91.0	45358.041991430124
92.0	38872.46671834091
93.0	35053.67364271994
94.0	29305.18996483376
95.0	22966.235723760798
96.0	15370.433126020796
97.0	9044.803493972173
98.0	6076.200544332596
99.0	2439.7332009996367
