#Transcript position	Transcript coverage profile
0.0	116154.6485537309
1.0	120067.91273840028
2.0	121921.41979688725
3.0	123829.7928112572
4.0	126250.23528486695
5.0	128947.7604296503
6.0	131826.90616881373
7.0	134785.71144839076
8.0	136190.08163572775
9.0	137377.11383288764
10.0	139638.63304587678
11.0	141813.50381924675
12.0	145126.13512309993
13.0	146983.20794751766
14.0	148365.01098815462
15.0	151496.09433902384
16.0	149813.6399215044
17.0	149258.45996761566
18.0	147847.6906924908
19.0	148740.53470408058
20.0	150948.97603293954
21.0	152487.81665360508
22.0	154630.35361720956
23.0	157110.8988539895
24.0	159272.50026416595
25.0	160880.74740957312
26.0	163237.54452211043
27.0	165728.12493471347
28.0	167989.5689241375
29.0	169455.5219820495
30.0	170428.339615095
31.0	175837.6994051929
32.0	177847.16681898403
33.0	179602.04044304555
34.0	180918.33757891544
35.0	184986.89073877013
36.0	187292.1912660472
37.0	188420.37630560665
38.0	187548.46693501034
39.0	188716.2421780677
40.0	190950.89899466417
41.0	192118.41920286504
42.0	196582.3844890797
43.0	198814.56808263005
44.0	200751.17338402735
45.0	202630.51468903726
46.0	203199.34289850979
47.0	204558.01947707206
48.0	206607.24120018128
49.0	208504.19527473405
50.0	210904.6271074692
51.0	212248.59753897553
52.0	214412.4329328549
53.0	216049.48354624328
54.0	218094.53873513607
55.0	221597.7847919377
56.0	223247.87538933277
57.0	226036.29826564595
58.0	226976.77242131784
59.0	228668.87382706482
60.0	231900.15230763244
61.0	235362.65101286082
62.0	238460.787993583
63.0	239400.44804734326
64.0	242195.6320553352
65.0	244699.35061163825
66.0	247191.58657453064
67.0	249588.88796510495
68.0	250797.09701192434
69.0	252594.75210801658
70.0	255826.14953384345
71.0	259338.11688837988
72.0	263127.62763618096
73.0	265033.0205024977
74.0	266612.92934921535
75.0	269166.3960060703
76.0	270540.65162785933
77.0	271288.7759130737
78.0	272799.4396838243
79.0	274033.9264168392
80.0	274138.3162394838
81.0	274397.49252812006
82.0	274282.2359168575
83.0	270149.69669928285
84.0	265275.54694447684
85.0	262721.972191095
86.0	252958.9689945137
87.0	247182.3773075503
88.0	240178.0340845787
89.0	227749.8345355317
90.0	216176.26143961409
91.0	203340.77852862753
92.0	187846.50172825303
93.0	172908.288251297
94.0	154006.0974242493
95.0	132110.97356376814
96.0	104826.76868343857
97.0	73367.16725128402
98.0	42273.87885981384
99.0	13187.496767071765
