#Transcript position	Transcript coverage profile
0.0	1497.6989622769188
1.0	1544.978825002344
2.0	1570.29958124299
3.0	1575.1110508116085
4.0	1560.2136558069542
5.0	1593.4045773256103
6.0	1618.439526442221
7.0	1632.8891828771293
8.0	1704.7697819901314
9.0	1689.6901292340704
10.0	1645.2587481815362
11.0	1761.011863477279
12.0	1907.2113999377948
13.0	1969.825126236065
14.0	2060.751238731543
15.0	2083.4178282648654
16.0	2097.7906239614385
17.0	2104.848141137664
18.0	2082.6733497197183
19.0	2047.6271487521365
20.0	2091.062802016744
21.0	2117.2978768809194
22.0	2139.367366780369
23.0	2198.522011373894
24.0	2227.6259512335914
25.0	2246.967914783049
26.0	2353.8770060778043
27.0	2414.862257855619
28.0	2487.318915485576
29.0	2472.876291112079
30.0	2482.9533085243997
31.0	2482.967583583993
32.0	2459.8548894863015
33.0	2449.1308900602744
34.0	2509.952792006973
35.0	2573.271474329812
36.0	2637.354958972692
37.0	2672.2052388402085
38.0	2655.6504563224903
39.0	2677.256085065232
40.0	2748.162115498701
41.0	2731.9335413929753
42.0	2754.2832190268114
43.0	2750.377717340005
44.0	2712.2329398123
45.0	2721.4725518105183
46.0	2725.0857542832714
47.0	2697.748130169339
48.0	2682.6289922157484
49.0	2593.421979398336
50.0	2581.4317937875394
51.0	2532.251796959247
52.0	2468.958477457626
53.0	2432.820129279247
54.0	2401.2402696094528
55.0	2380.402608117344
56.0	2421.913474318123
57.0	2447.671253540756
58.0	2437.8864817216822
59.0	2438.739687155135
60.0	2444.567391695691
61.0	2458.312247695324
62.0	2421.9387554318496
63.0	2435.8808645010267
64.0	2458.142666503927
65.0	2465.8010453483757
66.0	2491.2798473953712
67.0	2508.3736052924573
68.0	2496.7340796563576
69.0	2573.5336436808598
70.0	2591.1331166782734
71.0	2623.9083148689206
72.0	2665.494846077397
73.0	2677.565068513779
74.0	2678.363910761578
75.0	2710.404953530273
76.0	2747.2076343470117
77.0	2783.8254686928335
78.0	2814.4683031764307
79.0	2793.4272951532635
80.0	2737.6983436038718
81.0	2749.1549773684937
82.0	2715.588387013341
83.0	2659.787838290204
84.0	2573.063351771599
85.0	2557.3566799549517
86.0	2448.2361273843053
87.0	2361.5023550684823
88.0	2283.875656664169
89.0	2118.3682633631483
90.0	1963.1287292805316
91.0	1849.788421063301
92.0	1710.221353968859
93.0	1490.955365733802
94.0	1319.6396025589738
95.0	1026.7609559581356
96.0	712.7648336232426
97.0	515.0021798688639
98.0	309.04986651034966
99.0	90.52984315724296
