#Transcript position	Transcript coverage profile
0.0	88945.90428955274
1.0	87790.01144102149
2.0	84805.11002409416
3.0	83547.29283089294
4.0	85253.66692688497
5.0	87022.84181810611
6.0	89988.83282132765
7.0	95951.54526994633
8.0	96982.64110315482
9.0	97072.8748746351
10.0	98707.78098474194
11.0	100092.57165099659
12.0	106265.14753829602
13.0	109082.83564122028
14.0	111057.11252283011
15.0	116444.86818778944
16.0	109220.8090230324
17.0	105515.58355147576
18.0	98409.70774203909
19.0	99258.41894228096
20.0	102419.59516362491
21.0	104171.8430734277
22.0	106510.52566098257
23.0	109165.60230970742
24.0	111132.29455413608
25.0	112444.8376852898
26.0	114619.83011427564
27.0	116796.51090460132
28.0	118522.99998421226
29.0	118267.00655094784
30.0	118762.85054351452
31.0	129055.04662427815
32.0	132966.8714955626
33.0	135464.39160366816
34.0	137107.72324439
35.0	142262.51626095103
36.0	146727.80743786125
37.0	146867.53152253042
38.0	140248.44218391756
39.0	138731.54648376806
40.0	140238.69439230388
41.0	140920.4373715781
42.0	151517.1508825596
43.0	154312.42417218455
44.0	154693.38695632346
45.0	154766.124760828
46.0	152173.51873483547
47.0	153434.0673554975
48.0	154777.397328391
49.0	156831.2480765113
50.0	161286.21228882976
51.0	162975.66658692813
52.0	165406.74106925513
53.0	166226.8771828888
54.0	167260.69118508408
55.0	171163.9800658876
56.0	168688.8490082752
57.0	169093.9774334283
58.0	166040.96611712896
59.0	166314.78372286007
60.0	170746.9923033304
61.0	176336.42874323245
62.0	179916.5075498298
63.0	176588.70659221805
64.0	178793.4371388713
65.0	182759.87949809778
66.0	185497.1694267257
67.0	187628.64007990627
68.0	189289.8474412507
69.0	190931.59083381415
70.0	195376.30213055588
71.0	199161.07923363367
72.0	202013.14280013568
73.0	203080.05447928925
74.0	201871.56014219
75.0	202918.45665668143
76.0	201851.41703376922
77.0	199146.78248410052
78.0	198046.29208524787
79.0	197855.34758229874
80.0	194620.4725059244
81.0	193530.88828816116
82.0	191352.09472518234
83.0	179706.33021505398
84.0	169773.52987666783
85.0	164906.67046579556
86.0	144283.85752185626
87.0	136447.19710389804
88.0	126346.84324615661
89.0	108923.03057616293
90.0	97632.16965371228
91.0	87425.62330439044
92.0	73159.80764657534
93.0	66460.16799048005
94.0	52608.270490585346
95.0	41098.149126670876
96.0	28487.08508315907
97.0	14280.359291987817
98.0	9637.301163025442
99.0	4101.661503444157
