#Transcript position	Transcript coverage profile
0.0	210574.62145584798
1.0	214099.92689681676
2.0	215154.23730442548
3.0	217379.48350238532
4.0	221477.0456436157
5.0	226525.49479085513
6.0	232281.43369734232
7.0	239993.12192527624
8.0	242844.56885173486
9.0	244757.4044229395
10.0	249238.35148072487
11.0	253397.91012236837
12.0	262240.6844445944
13.0	267120.91071376967
14.0	270318.7622020943
15.0	278671.3860166412
16.0	273466.58098477137
17.0	271103.6339978476
18.0	265817.44297979865
19.0	267721.1032865222
20.0	272413.56403459643
21.0	275778.0626799472
22.0	279648.6926837407
23.0	284202.8746340438
24.0	287868.8736109946
25.0	291082.201690367
26.0	296141.43698589684
27.0	301295.1091081959
28.0	305006.37022564124
29.0	306840.8389211338
30.0	308262.2618805737
31.0	321381.3977908094
32.0	325957.22531773604
33.0	329629.67155844485
34.0	333285.69378309493
35.0	341810.2970347804
36.0	347802.46246005327
37.0	350049.63847183157
38.0	344373.24065244955
39.0	344985.22590750747
40.0	348811.5427101734
41.0	350214.1607738392
42.0	361621.8105141925
43.0	366106.20393665385
44.0	368353.53071083536
45.0	369628.10426353494
46.0	369203.10812835424
47.0	371532.8556603773
48.0	374310.2542199923
49.0	377338.00168211095
50.0	383029.34492348804
51.0	385592.75648474804
52.0	389413.0984065136
53.0	391403.67610766174
54.0	393681.8775176287
55.0	399268.69322918705
56.0	399655.38585732906
57.0	402803.74488522153
58.0	402153.1164006898
59.0	404323.79351803503
60.0	411171.83274748066
61.0	418508.2359130888
62.0	424320.05686792725
63.0	423422.98406582617
64.0	428018.3513980191
65.0	433319.0455462179
66.0	437898.9370471008
67.0	442034.5595106113
68.0	444736.90611332253
69.0	448526.54962588404
70.0	454855.30914892256
71.0	461895.1316246117
72.0	468468.0792924169
73.0	472374.2243694838
74.0	474130.2362934458
75.0	478809.48526673915
76.0	480907.475195027
77.0	481834.0328304881
78.0	482875.27239831723
79.0	484308.2495720783
80.0	482624.3622497102
81.0	482612.7570651039
82.0	481603.23214087606
83.0	469574.4882195196
84.0	457390.7137663895
85.0	450595.2659966835
86.0	425510.421964813
87.0	412079.672228605
88.0	395691.2726213294
89.0	367969.2486062233
90.0	345305.2870145631
91.0	320400.16178566066
92.0	290003.61657695234
93.0	264129.00602132035
94.0	229349.13590250417
95.0	194082.54227588803
96.0	152475.0653050664
97.0	103653.53633135541
98.0	60359.47527083477
99.0	19520.092796209527
