#Transcript position	Transcript coverage profile
0.0	30962.061277762114
1.0	31068.1928812117
2.0	29796.080101201387
3.0	28387.41304412311
4.0	28264.66515799449
5.0	28240.80172236216
6.0	27972.448218804027
7.0	28198.33189897686
8.0	28373.073247041968
9.0	28147.137335200503
10.0	29439.191151540996
11.0	30422.257373821143
12.0	31431.037064608397
13.0	31068.691110217693
14.0	31720.5283429123
15.0	33358.432413909184
16.0	31791.377573401413
17.0	31026.7239778375
18.0	30353.3523520058
19.0	31078.45472063877
20.0	31908.73069455968
21.0	32300.9936784976
22.0	33056.63463288915
23.0	34386.26701943442
24.0	35990.228455330005
25.0	37097.16950228384
26.0	38548.32912247204
27.0	39577.78440667778
28.0	40376.45126516756
29.0	40460.330375996025
30.0	40837.92716615103
31.0	43499.38618409549
32.0	44018.79032296517
33.0	44963.654685831316
34.0	45784.588640966474
35.0	46978.37103243198
36.0	46713.26423303162
37.0	45989.796441408864
38.0	44056.9817736096
39.0	43526.159869358504
40.0	44073.2388695221
41.0	44259.14948831905
42.0	46157.01037448233
43.0	46838.984072906846
44.0	47083.28111557322
45.0	48518.26085546884
46.0	48458.59661926964
47.0	48719.53529901099
48.0	49844.25767391909
49.0	50081.69242761861
50.0	51230.669777846335
51.0	51609.504757293704
52.0	51805.14714320053
53.0	51818.39772504318
54.0	52151.362777045775
55.0	53453.4438702315
56.0	54158.481197576315
57.0	54867.06719366885
58.0	54815.633709164926
59.0	54945.403647493695
60.0	55657.83304828293
61.0	56873.57668087945
62.0	57650.50578753164
63.0	57405.9268180846
64.0	57802.68377927548
65.0	58598.7243785256
66.0	58905.62756294987
67.0	59850.77932951469
68.0	59720.30186320283
69.0	60337.14973450272
70.0	61583.17663021503
71.0	62922.07385334686
72.0	65181.36883030172
73.0	64596.78398405986
74.0	64071.81823791273
75.0	64549.919108948554
76.0	65050.067132253535
77.0	64350.99296374815
78.0	65289.53090780571
79.0	65268.05637688736
80.0	65219.54344579667
81.0	65866.98848312719
82.0	64741.11719347576
83.0	61488.18998931627
84.0	59507.06094941713
85.0	58209.417510785155
86.0	53201.55934763354
87.0	51075.00468200241
88.0	48606.018871740474
89.0	43725.76278937807
90.0	40609.81455766794
91.0	36543.36576698406
92.0	31947.195292219872
93.0	28468.8856020036
94.0	24951.770621167176
95.0	20130.46379958599
96.0	13364.158876871727
97.0	8164.093155274931
98.0	4657.304974580785
99.0	1655.5853716531753
