#Transcript position	Transcript coverage profile
0.0	3451.872581538408
1.0	3603.5811681886944
2.0	3727.9230828377713
3.0	3839.0745157606293
4.0	3952.0488244457983
5.0	4094.0734090960755
6.0	4215.88309299673
7.0	4321.23516883056
8.0	4417.676789008529
9.0	4473.273318641531
10.0	4521.967688346766
11.0	4647.67309865176
12.0	4807.227798224758
13.0	4893.4303536819425
14.0	4999.2538852586285
15.0	5086.5479057923785
16.0	5141.116231362684
17.0	5181.42126151318
18.0	5220.354569307956
19.0	5224.17900752859
20.0	5261.029886734483
21.0	5304.32074607269
22.0	5347.261311714412
23.0	5412.401510164694
24.0	5438.029127477519
25.0	5466.620066349813
26.0	5558.981594915168
27.0	5617.563608245072
28.0	5684.006457761677
29.0	5700.2959450293865
30.0	5719.225052563215
31.0	5758.650450732589
32.0	5738.8552534995615
33.0	5739.253703369954
34.0	5786.398196395799
35.0	5843.105280449092
36.0	5875.583120302418
37.0	5902.528430507525
38.0	5895.316766319345
39.0	5912.703411466329
40.0	5958.811781235497
41.0	5949.087818909789
42.0	5970.8026905818315
43.0	5981.201186273485
44.0	5968.231445631398
45.0	5972.852449205766
46.0	5977.0264784073115
47.0	5972.693457325031
48.0	5981.803701564722
49.0	5929.377117991371
50.0	5933.1237908309095
51.0	5912.731591717097
52.0	5877.030935462812
53.0	5849.527924416492
54.0	5822.299789641575
55.0	5810.215877740521
56.0	5836.001291169723
57.0	5869.309613569364
58.0	5883.115802537992
59.0	5865.346397832946
60.0	5854.248661322276
61.0	5862.293955537115
62.0	5858.82068885533
63.0	5884.214140075501
64.0	5886.390655959764
65.0	5869.123691981094
66.0	5868.095019695327
67.0	5882.265391233987
68.0	5866.476117886725
69.0	5910.741862670538
70.0	5920.682694094576
71.0	5934.900895608795
72.0	5960.954203820178
73.0	5961.338676027424
74.0	5963.463925004306
75.0	5980.273735092889
76.0	6011.291106060475
77.0	6044.447819830755
78.0	6065.550839323524
79.0	6049.684576573703
80.0	6012.315181088297
81.0	6025.243467439637
82.0	5989.084922571923
83.0	5918.547445421395
84.0	5794.000091740587
85.0	5691.4143818339535
86.0	5490.62252464309
87.0	5333.4349404252935
88.0	5160.4007335890565
89.0	4891.759227505107
90.0	4622.091501431758
91.0	4344.75390200378
92.0	4026.628886973662
93.0	3641.5340588912154
94.0	3267.210323604529
95.0	2801.9422824030817
96.0	2254.535207935748
97.0	1678.8027377436797
98.0	1027.212126927774
99.0	325.3221380208841
