#Transcript position	Transcript coverage profile
0.0	0.22841736870334517
1.0	0.1672394157339592
2.0	0.15107948948512964
3.0	0.11405218700948888
4.0	0.12881181411138726
5.0	0.1591763771404841
6.0	0.13489743467380277
7.0	0.15050234323021394
8.0	0.09802322225444932
9.0	0.0819292326370311
10.0	0.05417106092584004
11.0	0.07305631466964076
12.0	0.09316015511354576
13.0	0.07748967304924262
14.0	0.0668515122208977
15.0	0.05678799184125805
16.0	0.08609362689851495
17.0	0.07781017964786971
18.0	0.05425390394515381
19.0	0.08883684376185219
20.0	0.05829043746104913
21.0	0.07557010702968694
22.0	0.06951670009785105
23.0	0.025015360714139144
24.0	0.039536506456932234
25.0	0.038360838618956485
26.0	0.05984311768359883
27.0	0.02438168322239339
28.0	0.06874315052897136
29.0	0.04899795061275254
30.0	0.030332481315928264
31.0	0.029142909079868592
32.0	0.04083345379635278
33.0	0.030719936167127652
34.0	0.04597331521803691
35.0	0.010380717076163032
36.0	0.011630580781275698
37.0	0.035592474768100346
38.0	0.03847640611145817
39.0	0.024952874584567103
40.0	0.022390952935620573
41.0	0.03417562858455576
42.0	0.021817082911188855
43.0	0.03580092881028075
44.0	0.0492897284950232
45.0	0.026690358024695368
46.0	0.030815247028270883
47.0	0.09579744168289835
48.0	0.08991035296585298
49.0	0.05495565208331926
50.0	0.054682594223025474
51.0	0.014810037666705987
52.0	0.019943985837641856
53.0	0.04295390946529758
54.0	0.045433766237679
55.0	0.08094684000519271
56.0	0.06989453645400667
57.0	0.026047675533087285
58.0	0.040281957809779154
59.0	0.022466431553575847
60.0	0.04615509619463073
61.0	0.044829040181473
62.0	0.027928340983757953
63.0	0.03571128951971245
64.0	0.024332120465008492
65.0	0.024953056336687242
66.0	0.05111967469698873
67.0	0.0028089887640449437
68.0	0.026939177545502485
69.0	0.05028985438465997
70.0	0.05658544332179252
71.0	0.04688606734166488
72.0	0.05314757703333252
73.0	0.06537351953693894
74.0	0.07414648208120439
75.0	0.06590823100477755
76.0	0.11509171608776178
77.0	0.07469192592262539
78.0	0.07737324200567332
79.0	0.07273688172325538
80.0	0.08013064523790661
81.0	0.11046799374821965
82.0	0.039276345688595046
83.0	0.11976255982595153
84.0	0.20644536167029726
85.0	0.08142916265297945
86.0	0.08853762194820859
87.0	0.12541324092786835
88.0	0.05778930060146914
89.0	0.026108823209056334
90.0	0.10974463190357364
91.0	0.09327369339289565
92.0	0.09905574360166043
93.0	0.08412478979753561
94.0	0.07864410329208994
95.0	0.11750098120109881
96.0	0.14349318262781524
97.0	0.13610932111823212
98.0	0.14582799372396504
99.0	0.04600168145193678
